figure_id,model,condition,layer,point_order,fpr,tpr,risk_threshold,margin_threshold,status,source
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,6,0.0329670330,0.0810810811,-15.7033157349,15.7033157349,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,7,0.0439560440,0.0810810811,-16.3229103088,16.3229103088,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,8,0.0549450549,0.0810810811,-16.5752143860,16.5752143860,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,9,0.0549450549,0.1081081081,-16.5780448914,16.5780448914,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,10,0.0659340659,0.1081081081,-16.6249809265,16.6249809265,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,11,0.0769230769,0.1081081081,-16.8204689026,16.8204689026,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,12,0.0769230769,0.1351351351,-18.0464782715,18.0464782715,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,13,0.0769230769,0.1621621622,-18.4027729034,18.4027729034,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,14,0.0769230769,0.1891891892,-19.0634040833,19.0634040833,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,15,0.0769230769,0.2162162162,-19.6078395844,19.6078395844,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,16,0.0769230769,0.2432432432,-19.9526939392,19.9526939392,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,17,0.0769230769,0.2702702703,-20.3265914917,20.3265914917,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,18,0.0879120879,0.2702702703,-20.9509658813,20.9509658813,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,19,0.0879120879,0.2972972973,-24.3561630249,24.3561630249,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,20,0.0879120879,0.3243243243,-24.8829994202,24.8829994202,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,21,0.0879120879,0.3513513514,-24.8860702515,24.8860702515,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,22,0.0989010989,0.3513513514,-25.5406932831,25.5406932831,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,23,0.1098901099,0.3513513514,-25.6694450378,25.6694450378,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,24,0.1208791209,0.3513513514,-25.8487739563,25.8487739563,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,25,0.1208791209,0.3783783784,-26.0929622650,26.0929622650,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,26,0.1208791209,0.4054054054,-26.1590423584,26.1590423584,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,27,0.1318681319,0.4054054054,-26.3071937561,26.3071937561,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,28,0.1428571429,0.4054054054,-26.8437347412,26.8437347412,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,29,0.1428571429,0.4324324324,-26.9399681091,26.9399681091,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,30,0.1538461538,0.4324324324,-28.4675445557,28.4675445557,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,31,0.1648351648,0.4324324324,-29.3847045898,29.3847045898,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,32,0.1648351648,0.4594594595,-29.6725349426,29.6725349426,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,33,0.1758241758,0.4594594595,-29.9326324463,29.9326324463,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,34,0.1758241758,0.4864864865,-29.9753074646,29.9753074646,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,35,0.1758241758,0.5135135135,-30.1114463806,30.1114463806,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,36,0.1868131868,0.5135135135,-30.1347293854,30.1347293854,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,37,0.1978021978,0.5135135135,-30.3185539246,30.3185539246,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,38,0.2087912088,0.5135135135,-30.3227691650,30.3227691650,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,39,0.2197802198,0.5135135135,-30.4395332336,30.4395332336,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,40,0.2307692308,0.5135135135,-30.7505474091,30.7505474091,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,41,0.2417582418,0.5135135135,-30.8647594452,30.8647594452,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,42,0.2527472527,0.5135135135,-31.6476497650,31.6476497650,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,43,0.2637362637,0.5135135135,-31.7541275024,31.7541275024,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,44,0.2637362637,0.5405405405,-31.8503875732,31.8503875732,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,45,0.2747252747,0.5405405405,-31.9096107483,31.9096107483,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,46,0.2747252747,0.5675675676,-32.6754035950,32.6754035950,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,47,0.2857142857,0.5675675676,-33.2778244019,33.2778244019,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,48,0.2857142857,0.5945945946,-33.6004180908,33.6004180908,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,49,0.2967032967,0.5945945946,-33.6861877441,33.6861877441,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,50,0.3076923077,0.5945945946,-33.7244033813,33.7244033813,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,51,0.3186813187,0.5945945946,-34.2847328186,34.2847328186,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,52,0.3296703297,0.5945945946,-34.3011360168,34.3011360168,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,53,0.3296703297,0.6216216216,-34.6738357544,34.6738357544,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,54,0.3406593407,0.6216216216,-34.9519996643,34.9519996643,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,55,0.3516483516,0.6216216216,-35.3379211426,35.3379211426,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,56,0.3626373626,0.6216216216,-35.5209732056,35.5209732056,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,57,0.3626373626,0.6486486486,-35.6154937744,35.6154937744,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,58,0.3626373626,0.6756756757,-35.8691406250,35.8691406250,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,59,0.3736263736,0.6756756757,-36.3734207153,36.3734207153,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,60,0.3846153846,0.6756756757,-36.3801651001,36.3801651001,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,61,0.3846153846,0.7027027027,-36.4374618530,36.4374618530,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,62,0.3956043956,0.7027027027,-36.4913444519,36.4913444519,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,63,0.3956043956,0.7297297297,-36.5583038330,36.5583038330,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,64,0.3956043956,0.7567567568,-36.7134857178,36.7134857178,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,65,0.3956043956,0.7837837838,-36.7415122986,36.7415122986,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,66,0.4065934066,0.7837837838,-36.7757301331,36.7757301331,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,67,0.4065934066,0.8108108108,-36.8316497803,36.8316497803,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,68,0.4065934066,0.8378378378,-37.0022315979,37.0022315979,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,69,0.4175824176,0.8378378378,-37.0115890503,37.0115890503,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,70,0.4285714286,0.8378378378,-37.0537300110,37.0537300110,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,71,0.4395604396,0.8378378378,-37.0849456787,37.0849456787,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,72,0.4505494505,0.8378378378,-37.1689453125,37.1689453125,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,73,0.4615384615,0.8378378378,-37.3627471924,37.3627471924,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,74,0.4725274725,0.8378378378,-37.3999519348,37.3999519348,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,75,0.4835164835,0.8378378378,-37.5341339111,37.5341339111,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,76,0.4835164835,0.8648648649,-37.6674804688,37.6674804688,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,77,0.4945054945,0.8648648649,-37.7461395264,37.7461395264,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,78,0.5054945055,0.8648648649,-37.8085784912,37.8085784912,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,79,0.5054945055,0.8918918919,-37.8095054626,37.8095054626,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,80,0.5164835165,0.8918918919,-37.9456787109,37.9456787109,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,81,0.5274725275,0.8918918919,-37.9557685852,37.9557685852,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,82,0.5384615385,0.8918918919,-38.2965545654,38.2965545654,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,83,0.5384615385,0.9189189189,-38.8389358521,38.8389358521,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,84,0.5494505495,0.9189189189,-38.9082221985,38.9082221985,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,85,0.5604395604,0.9189189189,-38.9970245361,38.9970245361,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,86,0.5714285714,0.9189189189,-39.1897697449,39.1897697449,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,87,0.5824175824,0.9189189189,-39.2053413391,39.2053413391,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,88,0.5934065934,0.9189189189,-39.4376640320,39.4376640320,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,89,0.6043956044,0.9189189189,-39.4718246460,39.4718246460,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,90,0.6043956044,0.9459459459,-39.4959106445,39.4959106445,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,91,0.6153846154,0.9459459459,-39.5493621826,39.5493621826,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,92,0.6263736264,0.9459459459,-39.5598220825,39.5598220825,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,93,0.6373626374,0.9459459459,-39.7364349365,39.7364349365,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,94,0.6483516484,0.9459459459,-40.0155487061,40.0155487061,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,95,0.6593406593,0.9459459459,-40.2102088928,40.2102088928,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,96,0.6703296703,0.9459459459,-40.2921905518,40.2921905518,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,97,0.6813186813,0.9459459459,-40.3839759827,40.3839759827,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,98,0.6923076923,0.9459459459,-40.4133834839,40.4133834839,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,99,0.7032967033,0.9459459459,-40.4927482605,40.4927482605,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,100,0.7142857143,0.9459459459,-40.5939941406,40.5939941406,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,101,0.7252747253,0.9459459459,-40.8500404358,40.8500404358,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,102,0.7362637363,0.9459459459,-40.9116668701,40.9116668701,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,103,0.7362637363,0.9729729730,-41.2009353638,41.2009353638,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,104,0.7472527473,0.9729729730,-41.3007583618,41.3007583618,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,105,0.7582417582,0.9729729730,-41.3249893188,41.3249893188,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,106,0.7692307692,0.9729729730,-41.4054641724,41.4054641724,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,107,0.7802197802,0.9729729730,-41.4806442261,41.4806442261,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,108,0.7912087912,0.9729729730,-41.6627578735,41.6627578735,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,109,0.8021978022,0.9729729730,-41.7501449585,41.7501449585,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,110,0.8131868132,0.9729729730,-41.8405914307,41.8405914307,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,111,0.8241758242,0.9729729730,-42.1520385742,42.1520385742,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,112,0.8351648352,0.9729729730,-42.2132873535,42.2132873535,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,113,0.8461538462,0.9729729730,-42.2465820312,42.2465820312,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,114,0.8571428571,0.9729729730,-42.4251365662,42.4251365662,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,115,0.8571428571,1.0000000000,-42.4457397461,42.4457397461,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,116,0.8681318681,1.0000000000,-42.5143661499,42.5143661499,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,117,0.8791208791,1.0000000000,-43.0817947388,43.0817947388,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,118,0.8901098901,1.0000000000,-43.1777534485,43.1777534485,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,119,0.9010989011,1.0000000000,-43.6174392700,43.6174392700,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,120,0.9120879121,1.0000000000,-44.0358963013,44.0358963013,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,121,0.9230769231,1.0000000000,-44.7967605591,44.7967605591,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,122,0.9340659341,1.0000000000,-45.0604400635,45.0604400635,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,123,0.9450549451,1.0000000000,-45.1329994202,45.1329994202,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,124,0.9560439560,1.0000000000,-45.3943023682,45.3943023682,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,125,0.9670329670,1.0000000000,-45.7448234558,45.7448234558,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,126,0.9780219780,1.0000000000,-45.9863624573,45.9863624573,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,127,0.9890109890,1.0000000000,-46.0167999268,46.0167999268,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,28,128,1.0000000000,1.0000000000,-46.4204635620,46.4204635620,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,0,0.0000000000,0.0000000000,inf,-inf,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,1,0.0109890110,0.0000000000,26.8437271118,-26.8437271118,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,2,0.0219780220,0.0000000000,5.6380481720,-5.6380481720,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,3,0.0329670330,0.0000000000,-0.3004140854,0.3004140854,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,4,0.0329670330,0.0270270270,-4.7015151978,4.7015151978,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,5,0.0329670330,0.0540540541,-5.2823858261,5.2823858261,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,6,0.0329670330,0.0810810811,-8.5492782593,8.5492782593,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,7,0.0439560440,0.0810810811,-11.0899229050,11.0899229050,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,8,0.0549450549,0.0810810811,-11.3130855560,11.3130855560,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,9,0.0659340659,0.0810810811,-11.7292051315,11.7292051315,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,10,0.0659340659,0.1081081081,-12.3449125290,12.3449125290,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,11,0.0659340659,0.1351351351,-13.1707401276,13.1707401276,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,12,0.0659340659,0.1621621622,-16.1729125977,16.1729125977,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,13,0.0659340659,0.1891891892,-16.5613765717,16.5613765717,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,14,0.0659340659,0.2162162162,-16.8292484283,16.8292484283,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
