figure_id,model,condition,layer,point_order,fpr,tpr,risk_threshold,margin_threshold,status,source
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,15,0.0769230769,0.2162162162,-18.5734081268,18.5734081268,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,16,0.0769230769,0.2432432432,-23.4063835144,23.4063835144,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,17,0.0879120879,0.2432432432,-23.7098617554,23.7098617554,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,18,0.0989010989,0.2432432432,-24.2405853271,24.2405853271,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,19,0.0989010989,0.2702702703,-25.6444816589,25.6444816589,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,20,0.0989010989,0.2972972973,-27.2570095062,27.2570095062,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,21,0.0989010989,0.3243243243,-27.7378196716,27.7378196716,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,22,0.1098901099,0.3243243243,-28.6867046356,28.6867046356,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,23,0.1098901099,0.3513513514,-30.2658176422,30.2658176422,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,24,0.1098901099,0.3783783784,-30.7484283447,30.7484283447,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,25,0.1208791209,0.3783783784,-32.6685028076,32.6685028076,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,26,0.1318681319,0.3783783784,-32.8859901428,32.8859901428,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,27,0.1428571429,0.3783783784,-33.2884979248,33.2884979248,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,28,0.1428571429,0.4054054054,-34.4405708313,34.4405708313,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,29,0.1538461538,0.4054054054,-34.9237747192,34.9237747192,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,30,0.1648351648,0.4054054054,-37.0870132446,37.0870132446,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,31,0.1648351648,0.4324324324,-37.9177360535,37.9177360535,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,32,0.1648351648,0.4594594595,-38.2426147461,38.2426147461,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,33,0.1648351648,0.4864864865,-38.5665779114,38.5665779114,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,34,0.1758241758,0.4864864865,-42.0589942932,42.0589942932,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,35,0.1868131868,0.4864864865,-44.2039489746,44.2039489746,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,36,0.1978021978,0.4864864865,-45.1558074951,45.1558074951,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,37,0.2087912088,0.4864864865,-45.2257080078,45.2257080078,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,38,0.2197802198,0.4864864865,-45.6850242615,45.6850242615,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,39,0.2307692308,0.4864864865,-46.9294548035,46.9294548035,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,40,0.2307692308,0.5135135135,-47.4119529724,47.4119529724,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,41,0.2417582418,0.5135135135,-47.7331504822,47.7331504822,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,42,0.2527472527,0.5135135135,-47.8881607056,47.8881607056,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,43,0.2637362637,0.5135135135,-48.8073883057,48.8073883057,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,44,0.2747252747,0.5135135135,-49.1467208862,49.1467208862,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,45,0.2857142857,0.5135135135,-49.3078613281,49.3078613281,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,46,0.2857142857,0.5405405405,-49.3933410645,49.3933410645,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,47,0.2857142857,0.5675675676,-49.4770278931,49.4770278931,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,48,0.2967032967,0.5675675676,-49.9865875244,49.9865875244,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,49,0.2967032967,0.5945945946,-50.0252418518,50.0252418518,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,50,0.3076923077,0.5945945946,-50.7783393860,50.7783393860,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,51,0.3186813187,0.5945945946,-51.2453536987,51.2453536987,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,52,0.3296703297,0.5945945946,-52.9546432495,52.9546432495,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,53,0.3296703297,0.6216216216,-53.1187820435,53.1187820435,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,54,0.3296703297,0.6486486486,-53.2297134399,53.2297134399,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,55,0.3296703297,0.6756756757,-53.2703208923,53.2703208923,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,56,0.3406593407,0.6756756757,-53.2890243530,53.2890243530,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,57,0.3516483516,0.6756756757,-53.4577941895,53.4577941895,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,58,0.3626373626,0.6756756757,-54.2944412231,54.2944412231,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,59,0.3626373626,0.7027027027,-54.3880882263,54.3880882263,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,60,0.3736263736,0.7027027027,-54.4144287109,54.4144287109,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,61,0.3846153846,0.7027027027,-54.4503440857,54.4503440857,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,62,0.3846153846,0.7297297297,-54.4539070129,54.4539070129,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,63,0.3846153846,0.7567567568,-55.1894073486,55.1894073486,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,64,0.3956043956,0.7567567568,-55.5228118896,55.5228118896,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,65,0.4065934066,0.7567567568,-56.5401077271,56.5401077271,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,66,0.4175824176,0.7567567568,-56.8292503357,56.8292503357,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,67,0.4285714286,0.7567567568,-57.1150665283,57.1150665283,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,68,0.4395604396,0.7567567568,-57.5196647644,57.5196647644,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,69,0.4505494505,0.7567567568,-57.8356933594,57.8356933594,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,70,0.4615384615,0.7567567568,-58.3172988892,58.3172988892,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,71,0.4725274725,0.7567567568,-58.6635818481,58.6635818481,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,72,0.4835164835,0.7567567568,-58.7028465271,58.7028465271,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,73,0.4945054945,0.7567567568,-58.7278022766,58.7278022766,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,74,0.5054945055,0.7567567568,-58.8362731934,58.8362731934,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,75,0.5054945055,0.7837837838,-59.0703620911,59.0703620911,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,76,0.5164835165,0.7837837838,-59.2705230713,59.2705230713,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,77,0.5274725275,0.7837837838,-59.2861328125,59.2861328125,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,78,0.5384615385,0.7837837838,-59.3420715332,59.3420715332,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,79,0.5384615385,0.8108108108,-59.3657760620,59.3657760620,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,80,0.5384615385,0.8378378378,-59.7622375488,59.7622375488,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,81,0.5384615385,0.8648648649,-59.8916778564,59.8916778564,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,82,0.5384615385,0.8918918919,-60.2318038940,60.2318038940,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,83,0.5494505495,0.8918918919,-60.2856178284,60.2856178284,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,84,0.5604395604,0.8918918919,-60.3845672607,60.3845672607,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,85,0.5604395604,0.9189189189,-60.4619140625,60.4619140625,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,86,0.5714285714,0.9189189189,-60.6088485718,60.6088485718,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,87,0.5824175824,0.9189189189,-61.0444869995,61.0444869995,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,88,0.5934065934,0.9189189189,-61.3363189697,61.3363189697,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,89,0.6043956044,0.9189189189,-61.3413848877,61.3413848877,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,90,0.6153846154,0.9189189189,-61.4484138489,61.4484138489,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,91,0.6263736264,0.9189189189,-61.5473098755,61.5473098755,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,92,0.6373626374,0.9189189189,-61.5960998535,61.5960998535,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,93,0.6483516484,0.9189189189,-62.0388488770,62.0388488770,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,94,0.6483516484,0.9459459459,-62.0439758301,62.0439758301,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,95,0.6483516484,0.9729729730,-62.2649612427,62.2649612427,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,96,0.6593406593,0.9729729730,-62.5545043945,62.5545043945,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,97,0.6703296703,0.9729729730,-63.1084213257,63.1084213257,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,98,0.6813186813,0.9729729730,-63.1828536987,63.1828536987,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,99,0.6923076923,0.9729729730,-63.6848297119,63.6848297119,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,100,0.7032967033,0.9729729730,-63.8203620911,63.8203620911,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,101,0.7142857143,0.9729729730,-64.0285339355,64.0285339355,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,102,0.7252747253,0.9729729730,-64.5817947388,64.5817947388,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,103,0.7362637363,0.9729729730,-64.8681564331,64.8681564331,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,104,0.7472527473,0.9729729730,-65.3453140259,65.3453140259,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,105,0.7582417582,0.9729729730,-65.4838867188,65.4838867188,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,106,0.7692307692,0.9729729730,-66.6911315918,66.6911315918,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,107,0.7802197802,0.9729729730,-66.7130737305,66.7130737305,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,108,0.7912087912,0.9729729730,-66.9807586670,66.9807586670,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,109,0.8021978022,0.9729729730,-67.4885711670,67.4885711670,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,110,0.8131868132,0.9729729730,-68.3005065918,68.3005065918,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,111,0.8241758242,0.9729729730,-68.6446228027,68.6446228027,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,112,0.8351648352,0.9729729730,-68.7041320801,68.7041320801,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,113,0.8351648352,1.0000000000,-69.2437286377,69.2437286377,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,114,0.8461538462,1.0000000000,-69.4827117920,69.4827117920,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,115,0.8571428571,1.0000000000,-69.7893905640,69.7893905640,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,116,0.8681318681,1.0000000000,-70.3556823730,70.3556823730,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,117,0.8791208791,1.0000000000,-71.0632095337,71.0632095337,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,118,0.8901098901,1.0000000000,-71.2557220459,71.2557220459,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,119,0.9010989011,1.0000000000,-72.0370025635,72.0370025635,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,120,0.9120879121,1.0000000000,-72.2953491211,72.2953491211,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,121,0.9230769231,1.0000000000,-72.8242340088,72.8242340088,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,122,0.9340659341,1.0000000000,-74.0718383789,74.0718383789,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,123,0.9450549451,1.0000000000,-74.3198089600,74.3198089600,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,124,0.9560439560,1.0000000000,-75.3857192993,75.3857192993,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,125,0.9670329670,1.0000000000,-76.0993194580,76.0993194580,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,126,0.9780219780,1.0000000000,-76.1559143066,76.1559143066,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,127,0.9890109890,1.0000000000,-76.5829772949,76.5829772949,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
fig:speca,Qwen/Qwen2.5-3B-Instruct,wanda_50,32,128,1.0000000000,1.0000000000,-80.3702163696,80.3702163696,measured,results/phase2_readout_repair_v1_shards/wanda_50/repair_details.csv
